"Police Force Area
 code","Police Force Area
 name","Community Safety
 Partnership code","Community Safety
 Partnership name","Local Authority
 code","Local Authority
 name","Total recorded crime
 (excluding fraud)","Violence against
 the person",Homicide,"Death or serious
 injury caused by
 illegal driving",Violence with injury,Violence without injury,Stalking and harassment,Sexual offences,Robbery,Theft offences,Burglary,Residential burglary,Non-residential burglary,Vehicle offences,Theft from the person,Bicycle theft,Shoplifting,All other theft offences,Criminal damage and arson,Drug offences,Possession of weapons offences,Public order offences,Miscellaneous crimes against society
E23000021,Leicestershire,E22000172,Rutland,E06000017,Rutland,"1,846 ",736 ,0 ,1 ,262 ,161 ,312 ,89 ,7 ,497 ,97 ,49 ,48 ,134 ,11 ,11 ,54 ,190 ,200 ,22 ,13 ,213 ,69 
E23000021,Leicestershire,,Unassigned Leicestershire,,,"2,639 ","1,075 ",0 ,1 ,327 ,353 ,394 ,298 ,14 ,405 ,44 ,25 ,19 ,68 ,11 ,49 ,69 ,164 ,221 ,123 ,41 ,367 ,95 
E23000020,Lincolnshire,,,,,"55,963 ","23,178 ",10 ,13 ,"6,563 ","9,061 ","7,531 ","2,485 ",371 ,"15,344 ","3,228 ","2,140 ","1,088 ","2,458 ",141 ,821 ,"4,350 ","4,346 ","6,367 ","1,317 ",530 ,"5,035 ","1,336 "
E23000020,Lincolnshire,E22000173,Boston,E07000136,Boston,"5,854 ","2,375 ",3 ,3 ,658 ,"1,010 ",701 ,261 ,58 ,"1,667 ",276 ,184 ,92 ,227 ,17 ,133 ,561 ,453 ,615 ,234 ,71 ,413 ,160 
E23000020,Lincolnshire,E22000174,East Lindsey,E07000137,East Lindsey,"10,767 ","4,924 ",2 ,4 ,"1,494 ","1,976 ","1,448 ",460 ,59 ,"2,573 ",647 ,455 ,192 ,397 ,25 ,59 ,560 ,885 ,"1,251 ",255 ,93 ,904 ,248 
E23000020,Lincolnshire,E22000175,Lincoln,E07000138,Lincoln,"13,597 ","5,378 ",1 ,1 ,"1,566 ","2,256 ","1,554 ",555 ,116 ,"3,696 ",537 ,402 ,135 ,384 ,54 ,370 ,"1,463 ",888 ,"1,521 ",332 ,138 ,"1,605 ",256 
E23000020,Lincolnshire,E22000176,North Kesteven,E07000139,North Kesteven,"4,791 ","2,059 ",1 ,2 ,524 ,712 ,820 ,225 ,16 ,"1,290 ",268 ,156 ,112 ,253 ,1 ,41 ,257 ,470 ,546 ,94 ,37 ,406 ,118 
E23000020,Lincolnshire,E22000177,South Holland,E07000140,South Holland,"5,916 ","2,666 ",1 ,1 ,720 ,994 ,950 ,277 ,41 ,"1,576 ",347 ,183 ,164 ,385 ,11 ,79 ,303 ,451 ,586 ,111 ,42 ,449 ,168 
E23000020,Lincolnshire,E22000178,South Kesteven,E07000141,South Kesteven,"8,699 ","3,371 ",1 ,1 ,936 ,"1,229 ","1,204 ",385 ,45 ,"2,719 ",673 ,478 ,195 ,553 ,24 ,109 ,658 ,702 ,983 ,187 ,92 ,712 ,205 
E23000020,Lincolnshire,,Unassigned Lincolnshire,,,70 ,32 ,0 ,0 ,5 ,9 ,18 ,13 ,0 ,12 ,4 ,0 ,4 ,4 ,0 ,0 ,0 ,4 ,4 ,0 ,2 ,3 ,4 
E23000020,Lincolnshire,E22000179,West Lindsey,E07000142,West Lindsey,"6,269 ","2,373 ",1 ,1 ,660 ,875 ,836 ,309 ,36 ,"1,811 ",476 ,282 ,194 ,255 ,9 ,30 ,548 ,493 ,861 ,104 ,55 ,543 ,177 
E23000004,Merseyside,,,,,"171,248 ","70,772 ",20 ,26 ,"16,047 ","30,328 ","24,351 ","4,886 ","1,359 ","35,135 ","6,800 ","5,012 ","1,788 ","7,398 ","2,504 ","1,824 ","7,174 ","9,435 ","16,172 ","12,027 ","1,302 ","26,156 ","3,439 "
E23000004,Merseyside,E22000181,Knowsley,E08000011,Knowsley,"16,368 ","7,274 ",3 ,3 ,"1,383 ","3,129 ","2,756 ",403 ,85 ,"2,500 ",431 ,308 ,123 ,550 ,79 ,82 ,505 ,853 ,"1,701 ","1,365 ",138 ,"2,546 ",356 
E23000004,Merseyside,E22000182,Liverpool,E08000012,Liverpool,"74,179 ","28,853 ",11 ,10 ,"7,325 ","12,827 ","8,680 ","2,057 ",806 ,"17,057 ","3,238 ","2,313 ",925 ,"3,341 ","1,835 ",899 ,"3,072 ","4,672 ","6,438 ","5,957 ",585 ,"11,078 ","1,348 "
E23000004,Merseyside,E22000183,Sefton,E08000014,Sefton,"27,657 ","12,073 ",1 ,4 ,"2,568 ","5,284 ","4,216 ",772 ,165 ,"5,680 ","1,183 ",869 ,314 ,"1,234 ",230 ,339 ,"1,381 ","1,313 ","2,385 ","1,880 ",195 ,"3,961 ",546 
E23000004,Merseyside,E22000184,St. Helens,E08000013,St. Helens,"21,872 ","9,453 ",1 ,6 ,"2,022 ","3,869 ","3,555 ",667 ,108 ,"4,311 ",812 ,612 ,200 ,"1,051 ",152 ,139 ,"1,083 ","1,074 ","2,206 ",980 ,166 ,"3,513 ",468 
E23000004,Merseyside,,Unassigned Merseyside,,,230 ,119 ,0 ,0 ,14 ,34 ,71 ,29 ,0 ,14 ,4 ,3 ,1 ,2 ,0 ,0 ,0 ,8 ,3 ,35 ,0 ,14 ,16 
E23000004,Merseyside,E22000185,Wirral,E08000015,Wirral,"30,942 ","13,000 ",4 ,3 ,"2,735 ","5,185 ","5,073 ",958 ,195 ,"5,573 ","1,132 ",907 ,225 ,"1,220 ",208 ,365 ,"1,133 ","1,515 ","3,439 ","1,810 ",218 ,"5,044 ",705 
E23000001,Metropolitan Police,,,,,"852,836 ","242,135 ",118 ,57 ,"77,011 ","99,337 ","65,612 ","25,363 ","25,797 ","380,320 ","54,369 ","39,940 ","14,429 ","107,339 ","51,260 ","20,357 ","36,488 ","110,507 ","53,988 ","46,099 ","6,466 ","60,675 ","11,993 "
E23000001,Metropolitan Police,E22000186,Barking and Dagenham,E09000002,Barking and Dagenham,"20,594 ","7,061 ",3 ,1 ,"2,116 ","2,954 ","1,987 ",672 ,626 ,"7,165 ","1,186 ",904 ,282 ,"2,557 ",496 ,172 ,699 ,"2,055 ","1,537 ","1,625 ",176 ,"1,367 ",365 
E23000001,Metropolitan Police,E22000187,Barnet,E09000003,Barnet,"27,618 ","7,836 ",5 ,3 ,"2,295 ","3,138 ","2,395 ",765 ,683 ,"12,851 ","2,455 ","1,857 ",598 ,"4,970 ",824 ,299 ,"1,345 ","2,958 ","1,885 ","1,103 ",171 ,"1,957 ",367 
E23000001,Metropolitan Police,E22000188,Bexley,E09000004,Bexley,"16,041 ","5,753 ",2 ,2 ,"1,870 ","2,175 ","1,704 ",504 ,221 ,"5,728 ",804 ,603 ,201 ,"2,179 ",229 ,105 ,728 ,"1,683 ","1,424 ",785 ,105 ,"1,239 ",282 
E23000001,Metropolitan Police,E22000189,Brent,E09000005,Brent,"30,227 ","9,524 ",4 ,4 ,"3,084 ","4,176 ","2,256 ",745 ,831 ,"12,097 ","1,996 ","1,521 ",475 ,"3,965 ","1,061 ",405 ,"1,235 ","3,435 ","2,028 ","1,982 ",238 ,"2,352 ",430 
E23000001,Metropolitan Police,E22000190,Bromley,E09000006,Bromley,"23,529 ","6,842 ",3 ,3 ,"2,180 ","2,629 ","2,027 ",609 ,483 ,"10,100 ","1,489 ","1,071 ",418 ,"3,480 ",616 ,170 ,"2,118 ","2,227 ","1,855 ","1,229 ",192 ,"1,859 ",360 
E23000001,Metropolitan Police,E22000191,Camden,E09000007,Camden,"32,875 ","7,007 ",1 ,1 ,"2,294 ","2,953 ","1,758 ",906 ,"1,173 ","18,019 ","1,937 ","1,210 ",727 ,"3,201 ","4,266 ","1,341 ","1,289 ","5,985 ","1,591 ","1,537 ",179 ,"2,203 ",260 
E23000001,Metropolitan Police,E22000193,Croydon,E09000008,Croydon,"34,536 ","11,374 ",7 ,2 ,"3,660 ","4,598 ","3,107 ","1,190 ",962 ,"12,669 ","2,199 ","1,583 ",616 ,"4,513 ",684 ,168 ,"1,435 ","3,670 ","2,599 ","2,290 ",374 ,"2,499 ",579 
E23000001,Metropolitan Police,E22000194,Ealing,E09000009,Ealing,"30,093 ","9,781 ",4 ,3 ,"2,842 ","4,297 ","2,635 ",941 ,691 ,"11,939 ","1,828 ","1,341 ",487 ,"4,653 ",796 ,470 ,"1,020 ","3,172 ","2,042 ","1,602 ",197 ,"2,514 ",386 
E23000001,Metropolitan Police,E22000195,Enfield,E09000010,Enfield,"30,527 ","9,487 ",5 ,1 ,"2,896 ","3,826 ","2,759 ",837 ,964 ,"12,996 ","2,235 ","1,684 ",551 ,"5,564 ",870 ,177 ,"1,003 ","3,147 ","2,003 ","1,467 ",251 ,"2,058 ",464 
E23000001,Metropolitan Police,E22000196,Greenwich,E09000011,Greenwich,"28,192 ","9,557 ",7 ,6 ,"3,045 ","3,713 ","2,786 ","1,020 ",625 ,"10,314 ","1,787 ","1,334 ",453 ,"3,198 ",529 ,570 ,"1,205 ","3,025 ","1,998 ","1,757 ",286 ,"2,225 ",410 
E23000001,Metropolitan Police,E22000197,Hackney,E09000012,Hackney,"33,107 ","8,386 ",0 ,0 ,"2,731 ","3,584 ","2,071 ",986 ,"1,573 ","15,937 ","2,393 ","1,735 ",658 ,"3,484 ","3,462 ","1,641 ",989 ,"3,968 ","1,752 ","1,608 ",263 ,"2,275 ",327 
E23000001,Metropolitan Police,E22000198,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,"21,362 ","5,680 ",1 ,0 ,"1,846 ","2,406 ","1,427 ",603 ,446 ,"10,393 ","1,303 ",951 ,352 ,"2,737 ",940 ,"1,253 ","1,049 ","3,111 ","1,281 ",919 ,131 ,"1,669 ",240 
E23000001,Metropolitan Police,E22000199,Haringey,E09000014,Haringey,"29,713 ","8,460 ",7 ,1 ,"2,788 ","3,372 ","2,292 ",882 ,"1,232 ","13,420 ","2,143 ","1,612 ",531 ,"5,105 ","1,612 ",453 ,967 ,"3,140 ","1,732 ","1,294 ",199 ,"2,160 ",334 
E23000001,Metropolitan Police,E22000200,Harrow,E09000015,Harrow,"16,067 ","5,074 ",1 ,2 ,"1,419 ","2,171 ","1,481 ",515 ,383 ,"6,775 ","1,133 ",873 ,260 ,"2,535 ",670 ,175 ,569 ,"1,693 ","1,055 ",816 ,94 ,"1,124 ",231 
E23000001,Metropolitan Police,E22000201,Havering,E09000016,Havering,"18,877 ","6,020 ",2 ,2 ,"2,014 ","2,312 ","1,690 ",613 ,326 ,"7,671 ","1,115 ",826 ,289 ,"2,650 ",433 ,157 ,"1,328 ","1,988 ","1,410 ",991 ,160 ,"1,377 ",309 
E23000001,Metropolitan Police,E22000202,Hillingdon,E09000017,Hillingdon,"23,778 ","7,771 ",4 ,2 ,"2,326 ","3,038 ","2,401 ",654 ,413 ,"9,447 ","1,294 ","1,030 ",264 ,"3,582 ",593 ,197 ,"1,180 ","2,601 ","1,739 ","1,287 ",154 ,"1,941 ",372 
E23000001,Metropolitan Police,E22000203,Hounslow,E09000018,Hounslow,"24,585 ","8,388 ",7 ,2 ,"2,430 ","3,665 ","2,284 ",660 ,414 ,"9,529 ","1,430 ","1,101 ",329 ,"3,205 ",503 ,681 ,941 ,"2,769 ","1,777 ","1,307 ",173 ,"1,958 ",379 
E23000001,Metropolitan Police,E22000204,Islington,E09000019,Islington,"27,625 ","7,083 ",3 ,0 ,"2,357 ","2,779 ","1,944 ",669 ,"1,027 ","13,420 ","1,804 ","1,303 ",501 ,"2,712 ","3,058 ","1,102 ","1,136 ","3,608 ","1,622 ","1,224 ",174 ,"2,097 ",309 
E23000001,Metropolitan Police,E22000205,Kensington and Chelsea,E09000020,Kensington and Chelsea,"20,506 ","4,422 ",1 ,1 ,"1,313 ","1,876 ","1,231 ",465 ,518 ,"11,553 ","1,398 ",988 ,410 ,"2,706 ","1,612 ",672 ,"1,272 ","3,893 ","1,053 ",872 ,91 ,"1,356 ",176 
E23000001,Metropolitan Police,E22000206,Kingston upon Thames,E09000021,Kingston upon Thames,"12,719 ","3,696 ",3 ,0 ,"1,182 ","1,488 ","1,023 ",530 ,198 ,"5,240 ",707 ,562 ,145 ,"1,240 ",708 ,495 ,614 ,"1,476 ",896 ,994 ,114 ,849 ,202 
E23000001,Metropolitan Police,E22000207,Lambeth,E09000022,Lambeth,"33,962 ","9,911 ",8 ,3 ,"3,521 ","3,943 ","2,436 ","1,256 ","1,423 ","13,718 ","2,240 ","1,742 ",498 ,"2,833 ","2,047 ","1,096 ",848 ,"4,654 ","2,186 ","2,120 ",388 ,"2,544 ",416 
E23000001,Metropolitan Police,E22000208,Lewisham,E09000023,Lewisham,"27,897 ","8,633 ",2 ,0 ,"2,667 ","3,398 ","2,566 ",861 ,730 ,"11,081 ","2,065 ","1,563 ",502 ,"3,723 ",620 ,440 ,"1,075 ","3,158 ","2,100 ","1,612 ",294 ,"2,214 ",372 
E23000001,Metropolitan Police,E22000209,Merton,E09000024,Merton,"13,643 ","4,242 ",0 ,1 ,"1,282 ","1,787 ","1,172 ",417 ,386 ,"5,617 ","1,038 ",850 ,188 ,"1,805 ",259 ,279 ,717 ,"1,519 ",996 ,633 ,105 ,"1,015 ",232 
E23000001,Metropolitan Police,E22000210,Newham,E09000025,Newham,"36,799 ","10,154 ",7 ,1 ,"3,263 ","4,311 ","2,572 ","1,169 ","1,299 ","16,465 ","1,829 ","1,330 ",499 ,"4,763 ","2,863 ",531 ,"1,961 ","4,518 ","2,170 ","2,393 ",279 ,"2,339 ",531 
E23000001,Metropolitan Police,E22000211,Redbridge,E09000026,Redbridge,"24,784 ","7,545 ",4 ,2 ,"2,277 ","3,194 ","2,068 ",735 ,714 ,"10,832 ","1,542 ","1,136 ",406 ,"3,957 ",917 ,238 ,"1,213 ","2,965 ","1,575 ","1,261 ",176 ,"1,626 ",320 
E23000001,Metropolitan Police,E22000212,Richmond upon Thames,E09000027,Richmond upon Thames,"11,509 ","2,973 ",3 ,0 ,906 ,"1,174 ",890 ,355 ,214 ,"5,654 ",997 ,755 ,242 ,"1,853 ",289 ,730 ,528 ,"1,257 ",911 ,385 ,63 ,824 ,130 
E23000001,Metropolitan Police,E22000213,Southwark,E09000028,Southwark,"34,275 ","8,657 ",7 ,4 ,"3,036 ","3,420 ","2,190 ","1,004 ","1,457 ","16,335 ","2,629 ","1,922 ",707 ,"2,863 ","3,004 ","1,617 ","1,023 ","5,199 ","1,942 ","2,102 ",276 ,"2,141 ",361 
E23000001,Metropolitan Police,E22000214,Sutton,E09000029,Sutton,"13,632 ","4,464 ",0 ,5 ,"1,405 ","1,753 ","1,301 ",394 ,288 ,"5,503 ",992 ,815 ,177 ,"2,042 ",307 ,175 ,745 ,"1,242 ","1,094 ",601 ,91 ,"1,026 ",171 
E23000001,Metropolitan Police,E22000215,Tower Hamlets,E09000030,Tower Hamlets,"34,940 ","9,911 ",8 ,2 ,"3,050 ","3,808 ","3,043 ","1,172 ","1,076 ","15,091 ","2,542 ","1,880 ",662 ,"4,097 ","2,004 ","1,673 ",866 ,"3,909 ","2,149 ","2,292 ",288 ,"2,513 ",448 
E23000001,Metropolitan Police,,Unassigned Metropolitan police,,,"2,785 ",224 ,0 ,0 ,58 ,154 ,12 ,33 ,1 ,"1,112 ",5 ,0 ,5 ,130 ,40 ,3 ,97 ,837 ,61 ,39 ,28 ,124 ,"1,163 "
E23000001,Metropolitan Police,E22000216,Waltham Forest,E09000031,Waltham Forest,"22,940 ","6,745 ",3 ,0 ,"2,072 ","2,825 ","1,845 ",585 ,733 ,"9,735 ","1,259 ","1,005 ",254 ,"3,483 ",848 ,415 ,966 ,"2,764 ","1,527 ","1,595 ",198 ,"1,530 ",292 
E23000001,Metropolitan Police,E22000217,Wandsworth,E09000032,Wandsworth,"25,767 ","7,708 ",0 ,1 ,"2,524 ","3,281 ","1,902 ",894 ,647 ,"11,349 ","1,978 ","1,431 ",547 ,"3,310 ",804 ,"1,150 ",946 ,"3,161 ","1,622 ","1,099 ",175 ,"1,924 ",349 
E23000001,Metropolitan Police,E22000192,Westminster,E09000033,Westminster,"67,332 ","11,766 ",6 ,2 ,"4,262 ","5,139 ","2,357 ","1,722 ","3,040 ","40,565 ","2,617 ","1,422 ","1,195 ","4,244 ","13,296 ","1,307 ","3,381 ","15,720 ","2,376 ","3,278 ",383 ,"3,776 ",426 
E23000024,Norfolk,,,,,"69,237 ","31,426 ",15 ,13 ,"8,503 ","12,659 ","10,236 ","3,271 ",343 ,"13,283 ","2,030 ","1,312 ",718 ,"1,740 ",400 ,"1,007 ","3,331 ","4,775 ","7,315 ","2,277 ",725 ,"8,211 ","2,386 "
E23000024,Norfolk,E22000218,Breckland,E07000143,Breckland,"8,952 ","4,198 ",3 ,4 ,"1,158 ","1,656 ","1,377 ",444 ,42 ,"1,527 ",228 ,132 ,96 ,280 ,34 ,70 ,241 ,674 ,953 ,377 ,99 ,961 ,351 
E23000024,Norfolk,E22000219,Broadland,E07000144,Broadland,"6,019 ","2,910 ",0 ,2 ,709 ,"1,196 ","1,003 ",376 ,12 ,976 ,143 ,93 ,50 ,122 ,17 ,27 ,254 ,413 ,656 ,120 ,48 ,654 ,267 
E23000024,Norfolk,E22000220,Great Yarmouth,E07000145,Great Yarmouth,"11,645 ","5,478 ",2 ,1 ,"1,493 ","2,257 ","1,725 ",481 ,58 ,"2,070 ",362 ,244 ,118 ,298 ,75 ,155 ,427 ,753 ,"1,310 ",336 ,140 ,"1,474 ",298 
E23000024,Norfolk,E22000221,King's Lynn and West Norfolk,E07000146,King's Lynn and West Norfolk,"10,429 ","4,629 ",4 ,3 ,"1,334 ","1,818 ","1,470 ",455 ,30 ,"2,145 ",338 ,227 ,111 ,263 ,50 ,152 ,614 ,728 ,"1,067 ",490 ,109 ,"1,184 ",320 
E23000024,Norfolk,E22000222,North Norfolk,E07000147,North Norfolk,"5,548 ","2,703 ",2 ,2 ,695 ,"1,073 ",931 ,261 ,11 ,826 ,164 ,93 ,71 ,110 ,14 ,24 ,122 ,392 ,675 ,111 ,36 ,696 ,229 
E23000024,Norfolk,E22000223,Norwich,E07000148,Norwich,"19,105 ","8,047 ",3 ,0 ,"2,284 ","3,383 ","2,377 ",817 ,175 ,"4,409 ",563 ,371 ,192 ,474 ,179 ,537 ,"1,412 ","1,244 ","1,844 ",645 ,229 ,"2,376 ",563 
E23000024,Norfolk,E22000224,South Norfolk,E07000149,South Norfolk,"6,944 ","3,148 ",1 ,1 ,783 ,"1,212 ","1,151 ",382 ,15 ,"1,261 ",221 ,150 ,71 ,187 ,25 ,38 ,252 ,538 ,784 ,149 ,55 ,822 ,328 
E23000024,Norfolk,,Unassigned Norfolk,,,595 ,313 ,0 ,0 ,47 ,64 ,202 ,55 ,0 ,69 ,11 ,2 ,9 ,6 ,6 ,4 ,9 ,33 ,26 ,49 ,9 ,44 ,30 
W15000001,North Wales,,,,,"69,013 ","33,103 ",9 ,19 ,"7,515 ","12,264 ","13,296 ","2,816 ",189 ,"11,653 ","2,124 ","1,474 ",650 ,"1,267 ",232 ,321 ,"3,541 ","4,168 ","7,473 ","1,585 ",405 ,"10,320 ","1,469 "
W15000001,North Wales,W14000003,Conwy,W06000003,Conwy,"12,551 ","6,166 ",1 ,3 ,"1,426 ","2,434 ","2,302 ",535 ,32 ,"2,010 ",381 ,243 ,138 ,227 ,46 ,70 ,550 ,736 ,"1,392 ",217 ,67 ,"1,881 ",251 
W15000001,North Wales,W14000004,Denbighshire,W06000004,Denbighshire,"12,014 ","5,935 ",1 ,5 ,"1,372 ","2,360 ","2,197 ",550 ,48 ,"1,978 ",374 ,276 ,98 ,178 ,44 ,56 ,620 ,706 ,"1,096 ",258 ,84 ,"1,821 ",244 
W15000001,North Wales,W14000005,Flintshire,W06000005,Flintshire,"13,039 ","6,188 ",2 ,3 ,"1,327 ","2,130 ","2,726 ",498 ,34 ,"2,225 ",429 ,284 ,145 ,284 ,41 ,48 ,654 ,769 ,"1,492 ",283 ,75 ,"1,960 ",284 
W15000001,North Wales,W14000002,Gwynedd,W06000002,Gwynedd,"10,408 ","4,927 ",0 ,5 ,"1,173 ","1,755 ","1,994 ",428 ,20 ,"1,617 ",329 ,216 ,113 ,168 ,31 ,54 ,365 ,670 ,"1,214 ",276 ,56 ,"1,664 ",206 
W15000001,North Wales,W14000001,Isle of Anglesey,W06000001,Isle of Anglesey,"5,389 ","2,723 ",3 ,0 ,557 ,898 ,"1,265 ",260 ,7 ,718 ,121 ,88 ,33 ,59 ,15 ,8 ,169 ,346 ,568 ,172 ,32 ,778 ,131 
W15000001,North Wales,,Unassigned North Wales,,,69 ,32 ,0 ,0 ,5 ,14 ,13 ,18 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,5 ,0 ,0 ,3 ,9 
W15000001,North Wales,W14000006,Wrexham,W06000006,Wrexham,"15,543 ","7,132 ",2 ,3 ,"1,655 ","2,673 ","2,799 ",527 ,48 ,"3,103 ",490 ,367 ,123 ,350 ,55 ,85 ,"1,183 ",940 ,"1,706 ",379 ,91 ,"2,213 ",344 
E23000009,North Yorkshire ,,,,,"47,318 ","20,415 ",11 ,7 ,"6,995 ","8,031 ","5,371 ","2,080 ",259 ,"11,948 ","2,096 ","1,360 ",736 ,"1,603 ",279 ,"1,031 ","3,278 ","3,661 ","5,688 ","1,437 ",313 ,"4,423 ",755 
E23000009,North Yorkshire,E22000371,City of York,E06000014,York,"14,399 ","5,604 ",2 ,0 ,"1,996 ","2,306 ","1,300 ",602 ,106 ,"4,438 ",595 ,419 ,176 ,484 ,137 ,788 ,"1,392 ","1,042 ","1,626 ",389 ,91 ,"1,377 ",166 
E23000009,North Yorkshire,E22000372,North Yorkshire,Combined Local Authorities,,"32,820 ","14,771 ",9 ,6 ,"4,991 ","5,711 ","4,054 ","1,467 ",153 ,"7,493 ","1,497 ",939 ,558 ,"1,115 ",142 ,242 ,"1,884 ","2,613 ","4,055 ","1,037 ",220 ,"3,039 ",585 
E23000009,North Yorkshire,,Unassigned North Yorkshire,,,99 ,40 ,0 ,1 ,8 ,14 ,17 ,11 ,0 ,17 ,4 ,2 ,2 ,4 ,0 ,1 ,2 ,6 ,7 ,11 ,2 ,7 ,4 
E23000022,Northamptonshire,,,,,"62,572 ","27,579 ",7 ,12 ,"7,605 ","11,004 ","8,951 ","2,959 ",757 ,"15,866 ","2,929 ","2,003 ",926 ,"3,915 ",343 ,515 ,"3,095 ","5,069 ","6,183 ","2,055 ",851 ,"4,776 ","1,546 "
E23000022,Northamptonshire,E22000233,North Northamptonshire,E06000061,North Northamptonshire,"27,915 ","12,512 ",3 ,6 ,"3,389 ","4,883 ","4,231 ","1,307 ",384 ,"6,666 ","1,242 ",801 ,441 ,"1,326 ",122 ,194 ,"1,622 ","2,160 ","2,804 ",971 ,402 ,"2,144 ",725 
E23000022,Northamptonshire,,Unassigned Northamptonshire,,,194 ,131 ,0 ,0 ,16 ,25 ,90 ,22 ,0 ,12 ,0 ,0 ,0 ,4 ,1 ,0 ,1 ,6 ,3 ,5 ,1 ,6 ,14 
E23000022,Northamptonshire,E22000097,West Northamptonshire,E06000062,West Northamptonshire,"34,463 ","14,936 ",4 ,6 ,"4,200 ","6,096 ","4,630 ","1,630 ",373 ,"9,188 ","1,687 ","1,202 ",485 ,"2,585 ",220 ,321 ,"1,472 ","2,903 ","3,376 ","1,079 ",448 ,"2,626 ",807 
E23000007,Northumbria,,,,,"136,360 ","51,297 ",22 ,18 ,"16,422 ","18,046 ","16,789 ","5,032 ",825 ,"36,534 ","6,565 ","4,559 ","2,006 ","7,148 ",693 ,"1,789 ","8,523 ","11,816 ","19,154 ","2,658 ","1,155 ","16,445 ","3,260 "
E23000007,Northumbria,E22000244,Gateshead,E08000037,Gateshead,"18,572 ","6,805 ",1 ,6 ,"2,067 ","2,399 ","2,332 ",666 ,118 ,"5,312 ",916 ,610 ,306 ,"1,193 ",60 ,136 ,"1,273 ","1,734 ","2,660 ",314 ,154 ,"2,088 ",455 
E23000007,Northumbria,E22000245,Newcastle upon Tyne,E08000021,Newcastle upon Tyne,"35,929 ","12,954 ",6 ,4 ,"4,756 ","4,751 ","3,437 ","1,512 ",328 ,"11,009 ","1,673 ","1,153 ",520 ,"1,990 ",392 ,851 ,"2,453 ","3,650 ","4,143 ",889 ,358 ,"4,114 ",622 
E23000007,Northumbria,E22000246,North Tyneside,E08000022,North Tyneside,"17,131 ","6,384 ",3 ,0 ,"1,898 ","2,280 ","2,203 ",613 ,89 ,"4,386 ",743 ,584 ,159 ,"1,074 ",45 ,200 ,"1,012 ","1,312 ","2,446 ",292 ,151 ,"2,332 ",438 
E23000007,Northumbria,E22000358,Northumberland,E06000057,Northumberland,"23,000 ","9,337 ",3 ,4 ,"2,806 ","3,293 ","3,231 ",924 ,60 ,"5,319 ","1,091 ",765 ,326 ,770 ,57 ,154 ,"1,434 ","1,813 ","3,266 ",401 ,169 ,"2,936 ",588 
E23000007,Northumbria,E22000247,South Tyneside,E08000023,South Tyneside,"13,734 ","5,429 ",2 ,1 ,"1,657 ","1,779 ","1,990 ",400 ,75 ,"3,218 ",561 ,406 ,155 ,743 ,47 ,207 ,675 ,985 ,"2,138 ",273 ,124 ,"1,705 ",372 
E23000007,Northumbria,E22000248,Sunderland,E08000024,Sunderland,"27,955 ","10,377 ",6 ,3 ,"3,232 ","3,542 ","3,594 ",916 ,154 ,"7,277 ","1,579 ","1,039 ",540 ,"1,374 ",91 ,241 ,"1,673 ","2,319 ","4,497 ",488 ,196 ,"3,266 ",784 
E23000007,Northumbria,,Unassigned Northumbria,,,39 ,11 ,1 ,0 ,6 ,2 ,2 ,1 ,1 ,13 ,2 ,2 ,0 ,4 ,1 ,0 ,3 ,3 ,4 ,1 ,3 ,4 ,1 
E23000019,Nottinghamshire,,,,,"102,337 ","36,142 ",9 ,15 ,"11,695 ","13,020 ","11,403 ","3,641 ",999 ,"33,187 ","5,056 ","3,532 ","1,524 ","6,336 ","1,005 ","1,466 ","10,665 ","8,659 ","11,656 ","3,931 ","1,225 ","8,509 ","3,047 "
E23000019,Nottinghamshire,E22000251,Ashfield,E07000170,Ashfield,"10,774 ","4,127 ",0 ,2 ,"1,190 ","1,491 ","1,444 ",416 ,85 ,"3,227 ",552 ,373 ,179 ,585 ,56 ,119 ,"1,199 ",716 ,"1,338 ",267 ,92 ,900 ,322 
E23000019,Nottinghamshire,E22000252,Bassetlaw,E07000171,Bassetlaw,"10,891 ","3,526 ",1 ,2 ,"1,250 ","1,108 ","1,165 ",283 ,83 ,"4,172 ",702 ,491 ,211 ,933 ,59 ,112 ,"1,475 ",891 ,"1,408 ",196 ,107 ,794 ,322 
E23000019,Nottinghamshire,E22000255,Mansfield,E07000174,Mansfield,"11,049 ","4,214 ",0 ,2 ,"1,259 ","1,658 ","1,295 ",389 ,75 ,"3,114 ",464 ,348 ,116 ,515 ,75 ,114 ,"1,160 ",786 ,"1,429 ",464 ,137 ,869 ,358 
E23000019,Nottinghamshire,E22000256,Newark and Sherwood,E07000175,Newark and Sherwood,"8,409 ","3,008 ",1 ,2 ,"1,011 ",998 ,996 ,298 ,36 ,"2,697 ",464 ,307 ,157 ,535 ,26 ,119 ,866 ,687 ,"1,188 ",140 ,64 ,695 ,283 
E23000019,Nottinghamshire,E22000257,Nottingham,E06000018,Nottingham,"41,440 ","14,536 ",4 ,4 ,"5,012 ","5,441 ","4,075 ","1,454 ",557 ,"12,849 ","1,730 ","1,189 ",541 ,"2,184 ",683 ,691 ,"3,848 ","3,713 ","4,212 ","2,361 ",630 ,"3,665 ","1,176 "
